,precision,recall,f1-score,support
Duplicate,0.9149717723048097,0.9569163336341369,0.9354741140293391,38785.0
Relate,0.6661659782200525,0.4379165638114046,0.528448019064641,4051.0
Non-Link,0.8461910519951632,0.8080831408775981,0.826698168930892,8660.0
accuracy,0.8910594997669722,0.8910594997669722,0.8910594997669722,0.8910594997669722
macro avg,0.8091096008400086,0.7343053461077131,0.7635401006749573,51496.0
weighted avg,0.8838323962422245,0.8910594997669722,0.8851621986329093,51496.0
