,precision,recall,f1-score,support
Duplicate,0.9609656925031766,0.9746127477512307,0.9677411099310291,38799.0
Non-Link,0.9662526365127725,0.956501565943626,0.9613523754007578,8621.0
Relate,0.7488925802879292,0.6636408243375859,0.70369406867846,4076.0
accuracy,0.9469667546993942,0.9469667546993942,0.9469667546993942,0.9469667546993942
macro avg,0.8920369697679593,0.8649183793441475,0.877595851336749,51496.0
weighted avg,0.945064821346531,0.9469667546993942,0.9457717721080731,51496.0
