,precision,recall,f1-score,support
Duplicate,0.9236854465897011,0.9633621245326801,0.9431066686859507,38785.0
Relate,0.6935138987883107,0.4803752159960504,0.5675951582324632,4051.0
Non-Link,0.8755916980216045,0.8330254041570438,0.8537783300787027,8660.0
accuracy,0.9034488115581792,0.9034488115581792,0.9034488115581792,0.9034488115581792
macro avg,0.8309303477998721,0.7589209148952581,0.7881600523323722,51496.0
weighted avg,0.8974908527815771,0.9034488115581792,0.8985443620760034,51496.0
